_id,Id,imei,serialnumber,createdtime,updatedtime,batterydetails.battery_date_of_manufacture,batterydetails.battery_manufacturer,batterydetails.battery_model_name,batterydetails.battery_type,batterydetails.battery_voltage,batterydetails.battery_capacity,batterydetails.battery_status,locationlog.lng,locationlog.odo,locationlog.lat,deleted,userId,mobilize.is_mobilized,mobilize.command_status,mobilize.status,mobilize.retry,blockchain.blockchain_referance_id,blockchain.pda_address,blockchain.blockchain_tx_hash,blockchain.blockchain_tx_status,blockchain.blockchain_sync_at,blockchain.blockchain_error,blockchain.on_chain_metadata,connectedsystem,lastUpdated,setchargingstatus,chargingStatus,current,cyclecount,soc,soh,voltage
69f1addd0e0d1a16e84348b6,69f1addd0e0d1a16e84348b7,9000001,test-battery-1,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.983Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,Usable,0,6,0,false,69f1a1e667123cf89c04a371,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-5-c,2026-04-29T14:07:40.134Z,0,0,0,0,100,0,0
69f1addd0e0d1a16e84348b8,69f1addd0e0d1a16e84348b9,9000002,test-battery-2,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.986Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,Usable,0,6,0,false,69f1a2cc67123cf89c04a377,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-7-partner,2026-05-04T06:13:13.345Z,2,1,60,0,90,0,0
69f1addd0e0d1a16e84348ba,69f1addd0e0d1a16e84348bb,9000003,test-battery-3,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.067Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a1be67123cf89c04a36f,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-4-c,2026-04-29T11:16:59.650Z,0,2,-20,0,98,0,0
69f1addd0e0d1a16e84348bc,69f1addd0e0d1a16e84348bd,9000004,test-battery-4,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.148Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,Usable,0,6,0,false,69f1a03667123cf89c04a367,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-1-p,2026-04-29T12:42:32.383Z,1,0,0,0,100,0,0
69f1addd0e0d1a16e84348be,69f1addd0e0d1a16e84348bf,9000005,test-battery-5,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.233Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348c0,69f1addd0e0d1a16e84348c1,9000006,test-battery-6,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.314Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a1e667123cf89c04a371,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-5-c,2026-05-04T05:31:58.310Z,0,0,0,0,100,0,0
69f1addd0e0d1a16e84348c2,69f1addd0e0d1a16e84348c3,9000007,test-battery-7,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.400Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348c4,69f1addd0e0d1a16e84348c5,9000008,test-battery-8,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.484Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,Usable,0,6,0,false,69f1a08a67123cf89c04a36b,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-3-p,2026-04-29T12:45:28.113Z,1,0,0,0,100,0,0
69f1addd0e0d1a16e84348c6,69f1addd0e0d1a16e84348c7,9000009,test-battery-9,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.567Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348c8,69f1addd0e0d1a16e84348c9,9000010,test-battery-10,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.651Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348ca,69f1addd0e0d1a16e84348cb,9000011,test-battery-11,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.734Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348cc,69f1addd0e0d1a16e84348cd,9000012,test-battery-12,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.816Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348ce,69f1addd0e0d1a16e84348cf,9000013,test-battery-13,2026-04-29T07:06:05.411Z,2026-04-29T11:18:11.900Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348d0,69f1addd0e0d1a16e84348d1,9000014,test-battery-14,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.903Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-05-04T05:35:06.370Z,2,0,-40,0,10,0,0
69f1addd0e0d1a16e84348d2,69f1addd0e0d1a16e84348d3,9000015,test-battery-15,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.065Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348d4,69f1addd0e0d1a16e84348d5,9000016,test-battery-16,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.185Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348d6,69f1addd0e0d1a16e84348d7,9000017,test-battery-17,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.268Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a2cc67123cf89c04a377,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-7-partner,2026-04-29T11:15:37.164Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348d8,69f1addd0e0d1a16e84348d9,9000018,test-battery-18,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.351Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348da,69f1addd0e0d1a16e84348db,9000019,test-battery-19,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.435Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348dc,69f1addd0e0d1a16e84348dd,9000020,test-battery-20,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.518Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348de,69f1addd0e0d1a16e84348df,9000021,test-battery-21,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.601Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348e0,69f1addd0e0d1a16e84348e1,9000022,test-battery-22,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.683Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348e2,69f1addd0e0d1a16e84348e3,9000023,test-battery-23,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.766Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348e4,69f1addd0e0d1a16e84348e5,9000024,test-battery-24,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.848Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348e6,69f1addd0e0d1a16e84348e7,9000025,test-battery-25,2026-04-29T07:06:05.411Z,2026-04-29T11:18:12.931Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348e8,69f1addd0e0d1a16e84348e9,9000026,test-battery-26,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.901Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348ea,69f1addd0e0d1a16e84348eb,9000027,test-battery-27,2026-04-29T07:06:05.411Z,2026-04-29T11:18:08.909Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348ec,69f1addd0e0d1a16e84348ed,9000028,test-battery-28,2026-04-29T07:06:05.411Z,2026-04-29T11:18:08.993Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348ee,69f1addd0e0d1a16e84348ef,9000029,test-battery-29,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.075Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348f0,69f1addd0e0d1a16e84348f1,9000030,test-battery-30,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.159Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348f2,69f1addd0e0d1a16e84348f3,9000031,test-battery-31,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.242Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348f4,69f1addd0e0d1a16e84348f5,9000032,test-battery-32,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.325Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348f6,69f1addd0e0d1a16e84348f7,9000033,test-battery-33,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.407Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348f8,69f1addd0e0d1a16e84348f9,9000034,test-battery-34,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.491Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
